IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
152.67.233.64,443,443,true,SJC,North America,San Jose,181,4.55
129.146.242.24,2053,443,true,LAX,North America,Los Angeles,185,4.54
150.136.240.243,443,443,true,IAD,North America,Ashburn,292,4.52
89.168.118.76,443,443,true,FRA,Europe,Frankfurt,167,4.52
141.147.96.40,443,443,true,LHR,Europe,London,161,4.50
193.122.1.0,2053,443,true,FRA,Europe,Frankfurt,159,4.50
158.101.141.147,443,443,true,NRT,Asia Pacific,Tokyo,69,4.50
141.147.47.32,8443,443,true,FRA,Europe,Frankfurt,169,4.45
129.146.134.77,443,443,true,LAX,North America,Los Angeles,182,4.41
64.110.101.31,443,443,true,KIX,Asia Pacific,Osaka,66,4.35
152.70.59.90,8443,443,true,AMS,Europe,Amsterdam,184,4.28
141.148.242.113,8443,443,true,AMS,Europe,Amsterdam,179,4.22
146.235.219.98,443,443,true,SJC,North America,San Jose,186,4.22
146.235.199.30,443,443,true,SJC,North America,San Jose,192,4.18
129.213.136.180,443,443,true,IAD,North America,Ashburn,295,4.18
129.159.130.38,443,443,true,CDG,Europe,Paris,180,4.17
204.216.218.114,443,443,true,MXP,Europe,Milan,248,4.12
129.153.126.67,443,443,true,LAX,North America,Los Angeles,183,4.08
146.56.45.187,443,443,true,ICN,Asia Pacific,Seoul,139,4.02
155.248.196.123,443,443,true,YVR,North America,Vancouver,195,3.96
129.151.198.3,2053,443,true,ARN,Europe,Stockholm,194,3.88
155.248.202.141,443,443,true,SJC,North America,San Jose,192,3.83
168.138.66.11,443,443,true,YUL,North America,Montréal,239,3.74
150.136.121.64,443,443,true,IAD,North America,Ashburn,242,3.66
150.230.149.208,443,443,true,FRA,Europe,Frankfurt,170,3.65
144.24.37.146,443,443,true,LAX,North America,Los Angeles,185,3.64
193.123.252.170,2053,443,true,ICN,Asia Pacific,Seoul,95,3.50
192.18.134.28,443,443,true,SJC,North America,San Jose,209,3.48
158.101.169.13,2053,443,true,FRA,Europe,Frankfurt,182,3.39
158.178.206.197,8443,443,true,CDG,Europe,Paris,161,3.26
79.72.75.198,8443,443,true,LHR,Europe,London,153,3.20
144.22.252.124,443,443,true,GRU,South America,São Paulo,354,3.19
158.101.175.51,2053,443,true,FRA,Europe,Frankfurt,167,3.11
89.168.68.57,8443,443,true,FRA,Europe,Frankfurt,189,3.03
158.178.129.114,8443,443,true,TLV,Middle East,Tel Aviv,195,2.91
129.146.254.39,443,443,true,LAX,North America,Los Angeles,179,2.86
158.101.169.13,2053,443,true,FRA,Europe,Frankfurt,170,2.84
158.178.156.56,8443,443,true,AMS,Europe,Amsterdam,169,2.84
132.145.152.194,443,443,true,IAD,North America,Ashburn,241,2.84
89.168.43.31,2053,443,true,CDG,Europe,Paris,157,2.79
141.144.198.113,2053,443,true,AMS,Europe,Amsterdam,169,2.77
152.67.44.30,443,443,true,GRU,South America,São Paulo,402,2.69
140.238.158.238,443,443,true,YYZ,North America,Toronto,242,2.68
64.110.103.222,2053,443,true,KIX,Asia Pacific,Osaka,86,2.62
89.168.43.31,8443,443,true,CDG,Europe,Paris,158,2.62
150.230.20.156,8443,443,true,AMS,Europe,Amsterdam,174,2.60
158.180.49.11,2053,443,true,FRA,Europe,Frankfurt,176,2.52
150.230.20.156,2053,443,true,AMS,Europe,Amsterdam,193,2.49
146.235.211.70,2083,443,true,SJC,North America,San Jose,194,2.46
129.153.39.213,2053,443,true,IAD,North America,Ashburn,236,2.42
168.138.141.235,2053,443,true,GRU,South America,São Paulo,356,2.39
158.180.49.11,8443,443,true,FRA,Europe,Frankfurt,160,2.34
141.144.198.113,8443,443,true,AMS,Europe,Amsterdam,181,2.23
129.159.83.88,8443,443,true,IAD,North America,Ashburn,247,2.09
158.101.169.13,8443,443,true,FRA,Europe,Frankfurt,167,2.08
146.235.59.153,8443,443,true,GRU,South America,São Paulo,348,2.04
158.178.206.197,2053,443,true,CDG,Europe,Paris,170,2.03
193.123.252.170,2083,443,true,ICN,Asia Pacific,Seoul,93,2.02
64.110.103.222,8443,443,true,KIX,Asia Pacific,Osaka,102,1.91
89.168.68.57,2053,443,true,FRA,Europe,Frankfurt,183,1.89
158.178.129.114,2053,443,true,TLV,Middle East,Tel Aviv,198,1.79
146.235.211.70,2082,443,true,SJC,North America,San Jose,193,1.79
129.153.39.213,8443,443,true,IAD,North America,Ashburn,224,1.77
79.72.75.198,2053,443,true,LHR,Europe,London,179,1.77
140.238.158.238,8080,443,true,YYZ,North America,Toronto,231,1.76
158.178.156.56,2053,443,true,AMS,Europe,Amsterdam,185,1.64
158.101.175.51,443,443,true,FRA,Europe,Frankfurt,170,1.63
152.70.248.96,443,443,true,ICN,Asia Pacific,Seoul,103,1.60
158.101.169.13,8443,443,true,FRA,Europe,Frankfurt,177,1.43
129.146.138.227,443,443,true,LAX,North America,Los Angeles,178,1.36
158.101.141.147,443,443,true,NRT,Asia Pacific,Tokyo,68,1.21
146.235.59.153,2053,443,true,GRU,South America,São Paulo,406,1.03

